retrievers,hit_rate,mrr,cost_time
bm25_top_1_eval,0.20202020202020202,0.20202020202020202,370.8987236022949
bm25_top_2_eval,0.25252525252525254,0.22727272727272727,362.1978759765625
bm25_top_4_eval,0.3333333333333333,0.2516835016835017,365.68140983581543
bm25_top_5_eval,0.3838383838383838,0.2617845117845118,360.0277900695801
bm25_top_8_eval,0.4444444444444444,0.27116402116402116,417.53244400024414
