retrievers,hit_rate,mrr,cost_time
embedding_top_1_eval,0.8383838383838383,0.8383838383838383,371.48261070251465
embedding_top_2_eval,0.8888888888888888,0.8636363636363636,367.77257919311523
embedding_top_4_eval,0.9494949494949495,0.8838383838383839,374.62568283081055
embedding_top_6_eval,0.98989898989899,0.8912457912457913,417.81020164489746
embedding_top_8_eval,1.0,0.8926887926887926,407.4873924255371
embedding_top_10_eval,1.0,0.8926887926887926,421.04554176330566
